district,block,link,new_confirmed,confirmed,deceased,recovered,active,color,D+E
Samastipur,BIBHUTIPUR,district/Samastipur/index.html,0,14,0,0,14,,0
Samastipur,BITHAN,district/Samastipur/index.html,0,1,0,0,1,,0
Samastipur,DALSINGSARAI,district/Samastipur/index.html,0,20,0,0,20,,2
Samastipur,HASANPUR,district/Samastipur/index.html,0,1,0,0,1,,1
Samastipur,KALYANPUR,district/Samastipur/index.html,1,3,0,0,3,,1
Samastipur,KHANPUR,district/Samastipur/index.html,0,4,0,0,4,,0
Samastipur,MOHANPUR,district/Samastipur/index.html,0,1,0,0,1,,0
Samastipur,MOHIUDDINNAGAR,district/Samastipur/index.html,0,4,0,0,4,,1
Samastipur,MORWA,district/Samastipur/index.html,0,16,0,0,16,,16
Samastipur,PATORI,district/Samastipur/index.html,0,6,0,0,6,,0
Samastipur,PUSA,district/Samastipur/index.html,4,7,0,0,7,,0
Samastipur,ROSERA,district/Samastipur/index.html,5,19,0,0,19,,4
Samastipur,SAMASTIPUR,district/Samastipur/index.html,0,31,0,0,31,,4
Samastipur,SARAIRANJAN,district/Samastipur/index.html,0,8,0,0,8,,3
Samastipur,SHIVAJEENAGAR,district/Samastipur/index.html,0,11,0,0,11,,0
Samastipur,SINGHIA,district/Samastipur/index.html,6,14,0,0,14,,5
Samastipur,TAJPUR,district/Samastipur/index.html,0,2,0,0,2,,2
Samastipur,UJIYARPUR,district/Samastipur/index.html,0,10,0,0,10,,4
Samastipur,VIDYAPATINAGAR,district/Samastipur/index.html,0,16,0,0,16,,2
Samastipur,WARISNAGAR,district/Samastipur/index.html,0,12,0,0,12,,1
Samastipur,Unknown,district/Samastipur/index.html,0,282,7,368,0,,17
Samastipur,Total,district/Samastipur/index.html,16,482,7,368,107,orange,63
Saran,AMNOUR,district/Saran/index.html,0,2,0,1,1,,1
Saran,BANIYAPUR,district/Saran/index.html,0,4,0,0,4,,3
Saran,CHAPRA,district/Saran/index.html,0,14,0,0,14,,2
Saran,DARIYAPUR,district/Saran/index.html,0,28,0,0,28,,2
Saran,DIGHWARA,district/Saran/index.html,0,3,0,0,3,,0
Saran,EKMA,district/Saran/index.html,0,13,0,0,13,,2
Saran,GARKHA,district/Saran/index.html,0,6,0,0,6,,1
Saran,ISHUAPUR,district/Saran/index.html,0,4,0,1,3,,3
Saran,JALALPUR,district/Saran/index.html,0,0,0,0,0,,0
Saran,LAHLADPUR,district/Saran/index.html,0,1,0,0,1,,1
Saran,MAKER,district/Saran/index.html,0,1,0,0,1,,0
Saran,MANJHI,district/Saran/index.html,0,2,0,0,2,,0
Saran,MARHOURAH,district/Saran/index.html,0,4,0,0,4,,4
Saran,MASHRAKH,district/Saran/index.html,0,9,0,0,9,,1
Saran,NAGRA,district/Saran/index.html,0,0,0,0,0,,0
Saran,PANAPUR,district/Saran/index.html,0,0,0,0,0,,0
Saran,PARSA,district/Saran/index.html,0,12,0,0,12,,4
Saran,RIVILGANJ,district/Saran/index.html,0,3,0,0,3,,2
Saran,SONEPUR,district/Saran/index.html,2,28,0,0,28,,14
Saran,TARAIYAN,district/Saran/index.html,0,1,0,0,1,,1
Saran,Unknown,district/Saran/index.html,0,250,5,261,0,,11
Saran,Total,district/Saran/index.html,2,385,5,263,117,orange,52
Sheikhpura,ARIARI,district/Sheikhpura/index.html,0,34,0,0,34,,13
Sheikhpura,BARBIGHA,district/Sheikhpura/index.html,0,7,0,0,7,,2
Sheikhpura,CHEWARA,district/Sheikhpura/index.html,0,9,0,0,9,,2
Sheikhpura,GHAT KUSUMBA,district/Sheikhpura/index.html,0,10,0,0,10,,3
Sheikhpura,SHEIKHPURA,district/Sheikhpura/index.html,1,47,0,0,47,,19
Sheikhpura,SHEKHOPUR SARAI,district/Sheikhpura/index.html,0,10,0,0,10,,7
Sheikhpura,Unknown,district/Sheikhpura/index.html,0,92,0,164,0,,13
Sheikhpura,Total,district/Sheikhpura/index.html,1,209,0,164,45,orange,59
Sheohar,DUMARI,district/Sheohar/index.html,0,15,0,0,15,,1
Sheohar,PIPRAHI,district/Sheohar/index.html,0,1,0,0,1,,0
Sheohar,PURNAHIYA,district/Sheohar/index.html,0,5,0,0,5,,2
Sheohar,SHEOHAR,district/Sheohar/index.html,0,18,0,0,18,,3
Sheohar,TARIYANI,district/Sheohar/index.html,0,11,0,0,11,,0
Sheohar,Unknown,district/Sheohar/index.html,0,67,1,98,0,,0
Sheohar,Total,district/Sheohar/index.html,0,117,1,98,18,orange,6
Sitamarhi,BAIRGANIA,district/Sitamarhi/index.html,0,2,0,0,2,,0
Sitamarhi,BAJPATTI,district/Sitamarhi/index.html,0,7,0,0,7,,0
Sitamarhi,BATHNAHA,district/Sitamarhi/index.html,0,3,0,0,3,,1
Sitamarhi,BELSAND,district/Sitamarhi/index.html,0,1,0,0,1,,1
Sitamarhi,BOKHRA,district/Sitamarhi/index.html,0,5,1,0,4,,5
Sitamarhi,CHORAUT,district/Sitamarhi/index.html,0,9,0,0,9,,0
Sitamarhi,DUMRA,district/Sitamarhi/index.html,0,1,0,0,1,,0
Sitamarhi,MAJORGANJ,district/Sitamarhi/index.html,0,0,0,0,0,,0
Sitamarhi,NANPUR,district/Sitamarhi/index.html,0,1,0,0,1,,1
Sitamarhi,PARIHAR,district/Sitamarhi/index.html,0,32,0,0,32,,28
Sitamarhi,PARSAUNI,district/Sitamarhi/index.html,0,0,0,0,0,,0
Sitamarhi,PUPRI,district/Sitamarhi/index.html,0,1,0,1,0,,1
Sitamarhi,RIGA,district/Sitamarhi/index.html,0,6,0,0,6,,6
Sitamarhi,RUNNISAIDPUR,district/Sitamarhi/index.html,0,5,0,0,5,,0
Sitamarhi,SONBARSA,district/Sitamarhi/index.html,0,10,0,0,10,,0
Sitamarhi,SUPPI,district/Sitamarhi/index.html,0,5,0,0,5,,0
Sitamarhi,SURSAND,district/Sitamarhi/index.html,0,5,0,0,5,,0
Sitamarhi,Unknown,district/Sitamarhi/index.html,0,94,2,144,0,,1
Sitamarhi,Total,district/Sitamarhi/index.html,0,187,3,145,39,orange,44
Siwan,ANDAR,district/Siwan/index.html,0,8,0,0,8,,3
Siwan,BARHARIA,district/Siwan/index.html,0,22,0,2,20,,7
Siwan,BASANTPUR,district/Siwan/index.html,0,79,0,0,79,,3
Siwan,BHAGWANPUR,district/Siwan/index.html,1,4,0,0,4,,3
Siwan,DARAULI,district/Siwan/index.html,4,13,0,1,12,,3
Siwan,DURAUNDHA,district/Siwan/index.html,0,11,0,0,11,,0
Siwan,GOREAKOTHI,district/Siwan/index.html,0,32,0,0,32,,3
Siwan,GUTHANI,district/Siwan/index.html,0,2,0,0,2,,0
Siwan,HASANPURA,district/Siwan/index.html,0,9,0,1,8,,1
Siwan,HUSSAINGANJ,district/Siwan/index.html,0,2,0,0,2,,0
Siwan,JEERADEI,district/Siwan/index.html,0,17,0,0,17,,0
Siwan,LAKRI NABIGANJ,district/Siwan/index.html,0,4,0,0,4,,1
Siwan,MAHARAJGANJ,district/Siwan/index.html,0,6,0,0,6,,0
Siwan,MAIRWA,district/Siwan/index.html,0,5,0,0,5,,0
Siwan,NAUTAN,district/Siwan/index.html,0,5,0,1,4,,3
Siwan,PACHRUKHI,district/Siwan/index.html,0,18,0,1,17,,6
Siwan,RAGHUNATHPUR,district/Siwan/index.html,0,35,0,18,17,,27
Siwan,SISWAN,district/Siwan/index.html,0,4,0,0,4,,0
Siwan,SIWAN,district/Siwan/index.html,0,10,0,0,10,,4
Siwan,Unknown,district/Siwan/index.html,0,425,6,463,0,,9
Siwan,Total,district/Siwan/index.html,5,711,6,487,218,orange,73
Supaul,BASANTPUR,district/Supaul/index.html,3,16,0,0,16,,9
Supaul,CHHATAPUR,district/Supaul/index.html,0,18,0,0,18,,2
Supaul,KISHANPUR,district/Supaul/index.html,0,13,0,0,13,,0
Supaul,MARAUNA,district/Supaul/index.html,0,21,0,0,21,,6
Supaul,NIRMALI,district/Supaul/index.html,0,9,0,0,9,,3
Supaul,PIPRA,district/Supaul/index.html,0,17,0,0,17,,5
Supaul,PRATAPGANJ,district/Supaul/index.html,0,15,0,0,15,,3
Supaul,RAGHOPUR,district/Supaul/index.html,0,33,0,0,33,,18
Supaul,SARAIGARH,district/Supaul/index.html,0,11,0,0,11,,2
Supaul,SUPAUL,district/Supaul/index.html,0,20,0,0,20,,6
Supaul,TRIVENGANJ,district/Supaul/index.html,2,13,0,0,13,,7
Supaul,Unknown,district/Supaul/index.html,0,184,0,309,0,,4
Supaul,Total,district/Supaul/index.html,5,370,0,309,61,orange,65
Vaishali,BHAGWANPUR,district/Vaishali/index.html,0,6,0,0,6,,1
Vaishali,BIDUPUR,district/Vaishali/index.html,0,8,0,1,7,,2
Vaishali,CHEHRAKALA,district/Vaishali/index.html,0,2,0,0,2,,1
Vaishali,DESRI,district/Vaishali/index.html,0,2,1,1,0,,2
Vaishali,GARAUL,district/Vaishali/index.html,3,9,0,0,9,,2
Vaishali,HAJIPUR,district/Vaishali/index.html,1,15,0,0,15,,1
Vaishali,JANDAHA,district/Vaishali/index.html,0,2,0,0,2,,1
Vaishali,LALGANJ,district/Vaishali/index.html,0,9,0,0,9,,8
Vaishali,MAHNAR,district/Vaishali/index.html,0,6,0,0,6,,1
Vaishali,MAHUA,district/Vaishali/index.html,0,3,0,0,3,,3
Vaishali,PATEDHI BELSAR,district/Vaishali/index.html,0,0,0,0,0,,0
Vaishali,PATEPUR,district/Vaishali/index.html,0,3,0,0,3,,1
Vaishali,RAGHOPUR,district/Vaishali/index.html,0,25,0,0,25,,25
Vaishali,RAJAPAKAR,district/Vaishali/index.html,0,0,0,0,0,,0
Vaishali,SAHDEI,district/Vaishali/index.html,0,2,0,0,2,,0
Vaishali,VAISHALI,district/Vaishali/index.html,1,19,0,0,19,,10
Vaishali,Unknown,district/Vaishali/index.html,0,271,3,251,0,,3
Vaishali,Total,district/Vaishali/index.html,5,382,4,253,125,orange,61
West Champaran,BAGAHA 1,district/West Champaran/index.html,0,1,0,0,1,,0
West Champaran,BAGAHA 2,district/West Champaran/index.html,0,7,0,0,7,,0
West Champaran,BAIRIYA,district/West Champaran/index.html,0,1,0,0,1,,0
West Champaran,BETTIAH,district/West Champaran/index.html,0,8,0,0,8,,7
West Champaran,BHITHA,district/West Champaran/index.html,0,0,0,0,0,,0
West Champaran,CHANPATIA,district/West Champaran/index.html,0,10,0,0,10,,1
West Champaran,GAUNAHA,district/West Champaran/index.html,0,1,0,0,1,,0
West Champaran,JOGAPATTI,district/West Champaran/index.html,0,14,0,0,14,,14
West Champaran,LAURIYA,district/West Champaran/index.html,0,4,0,0,4,,1
West Champaran,MADHUBAN,district/West Champaran/index.html,0,0,0,0,0,,0
West Champaran,MAINATAND,district/West Champaran/index.html,0,8,0,0,8,,0
West Champaran,MAJHAULIA,district/West Champaran/index.html,0,7,0,0,7,,1
West Champaran,NARKATIAGANJ,district/West Champaran/index.html,0,8,0,0,8,,2
West Champaran,NAUTAN,district/West Champaran/index.html,0,14,0,0,14,,14
West Champaran,PIPRASI,district/West Champaran/index.html,0,2,0,0,2,,2
West Champaran,RAMNAGAR,district/West Champaran/index.html,0,5,0,0,5,,0
West Champaran,SIKTA,district/West Champaran/index.html,0,6,0,0,6,,1
West Champaran,THAKARAHA,district/West Champaran/index.html,0,1,0,0,1,,0
West Champaran,Unknown,district/West Champaran/index.html,0,330,4,289,0,,0
West Champaran,Total,district/West Champaran/index.html,0,427,4,289,134,orange,43
Unknown,Total,index.html,0,0,0,0,0,,0
Bihar,Total,index.html,143,17421,134,12364,4923,,3185
